Stock_ID,Medicine_ID,Medicine_Name,Batch_Number,Quantity,Reorder_Level,Stock_Status,Expiry_Date,Supplier,Purchase_Price_INR,Storage_Location,Last_Updated
STK00179,MED00179,Rabeprazole 20mg,BAT248157,483,61,In Stock,2027-09-26,Wellness Distributors,388.14,Rack-18 / Shelf-8,2025-11-01
STK00180,MED00180,Salbutamol 4mg,BAT247640,274,72,In Stock,2027-09-27,Apollo Distributors,410.03,Rack-14 / Shelf-4,2025-08-06
STK00181,MED00181,Paracetamol 500mg,BAT251952,44,35,In Stock,2026-09-01,MedPlus Wholesale,695.78,Rack-1 / Shelf-6,2025-10-19
STK00182,MED00182,Amoxicillin 250mg,BAT243709,242,28,In Stock,2026-10-30,HealthKart Pharma,257.71,Rack-5 / Shelf-5,2025-12-08
STK00183,MED00183,Cetirizine 10mg,BAT258171,73,73,Low Stock,2027-11-04,MedPlus Wholesale,153.83,Rack-8 / Shelf-1,2025-07-14
STK00184,MED00184,Ibuprofen 400mg,BAT244788,70,27,In Stock,2027-09-20,Apollo Distributors,489.72,Rack-14 / Shelf-6,2026-07-04
STK00185,MED00185,Omeprazole 20mg,BAT259158,359,26,In Stock,2026-11-13,Wellness Distributors,587.51,Rack-6 / Shelf-1,2026-05-17
STK00186,MED00186,Metformin 500mg,BAT242688,187,29,In Stock,2027-05-07,Apollo Distributors,16.63,Rack-14 / Shelf-3,2025-07-05
STK00187,MED00187,Azithromycin 500mg,BAT244691,93,50,In Stock,2028-10-04,City Medical Supply,491.41,Rack-10 / Shelf-8,2026-01-02
STK00188,MED00188,Pantoprazole 40mg,BAT254648,369,41,In Stock,2028-11-07,Apollo Distributors,206.44,Rack-5 / Shelf-1,2025-05-06
STK00189,MED00189,Amlodipine 5mg,BAT259897,328,22,In Stock,2028-10-07,MedPlus Wholesale,356.28,Rack-1 / Shelf-7,2025-05-31
STK00190,MED00190,Atorvastatin 10mg,BAT254986,216,63,In Stock,2028-03-19,HealthKart Pharma,644.05,Rack-17 / Shelf-5,2025-08-02
STK00191,MED00191,Montelukast 10mg,BAT245238,116,47,In Stock,2027-06-04,Apollo Distributors,368.88,Rack-5 / Shelf-4,2026-01-07
STK00192,MED00192,Levocetirizine 5mg,BAT247273,316,23,In Stock,2027-10-05,MedPlus Wholesale,577.17,Rack-18 / Shelf-2,2025-06-08
STK00193,MED00193,Vitamin D3 60000IU,BAT255743,354,49,In Stock,2027-07-16,Wellness Distributors,580.46,Rack-6 / Shelf-1,2025-06-15
STK00194,MED00194,ORS Sachet,BAT254000,190,61,In Stock,2027-03-17,HealthKart Pharma,83.01,Rack-3 / Shelf-6,2025-09-26
STK00195,MED00195,Dolo 650mg,BAT251092,398,74,In Stock,2026-09-27,MedPlus Wholesale,203.29,Rack-18 / Shelf-2,2026-06-28
STK00196,MED00196,Cough Syrup 100ml,BAT240459,108,58,In Stock,2028-10-12,HealthKart Pharma,137.92,Rack-7 / Shelf-1,2026-03-30
STK00197,MED00197,Calcium 500mg,BAT258781,137,25,In Stock,2028-03-30,Apollo Distributors,398.11,Rack-16 / Shelf-1,2026-07-07
STK00198,MED00198,Losartan 50mg,BAT250212,161,25,In Stock,2026-09-07,HealthKart Pharma,528.16,Rack-13 / Shelf-4,2026-02-20
STK00199,MED00199,Rabeprazole 20mg,BAT251760,384,45,In Stock,2027-01-09,Apollo Distributors,237.27,Rack-17 / Shelf-2,2025-11-16
STK00200,MED00200,Salbutamol 4mg,BAT245021,413,69,In Stock,2026-09-23,City Medical Supply,558.88,Rack-16 / Shelf-1,2026-03-05
STK00201,MED00201,Paracetamol 500mg,BAT255275,82,29,In Stock,2026-11-18,Apollo Distributors,667.35,Rack-8 / Shelf-4,2025-06-13
STK00202,MED00202,Amoxicillin 250mg,BAT244715,348,61,In Stock,2028-10-25,MedPlus Wholesale,695.44,Rack-17 / Shelf-6,2025-12-14
STK00203,MED00203,Cetirizine 10mg,BAT251209,402,28,In Stock,2027-06-23,HealthKart Pharma,439.44,Rack-14 / Shelf-1,2025-05-01
STK00204,MED00204,Ibuprofen 400mg,BAT252801,364,69,In Stock,2027-05-01,MedPlus Wholesale,697.93,Rack-20 / Shelf-2,2025-03-28
STK00205,MED00205,Omeprazole 20mg,BAT260671,78,56,In Stock,2028-01-21,Apollo Distributors,564.87,Rack-5 / Shelf-5,2025-10-24
STK00206,MED00206,Metformin 500mg,BAT242956,444,71,In Stock,2028-01-22,Apollo Distributors,322.73,Rack-6 / Shelf-5,2026-05-10
STK00207,MED00207,Azithromycin 500mg,BAT258991,34,37,Low Stock,2027-09-06,HealthKart Pharma,69.75,Rack-6 / Shelf-8,2026-03-21
STK00208,MED00208,Pantoprazole 40mg,BAT254584,242,36,In Stock,2028-06-25,MedPlus Wholesale,658.36,Rack-19 / Shelf-8,2026-07-11
STK00209,MED00209,Amlodipine 5mg,BAT249492,186,74,In Stock,2027-10-14,Wellness Distributors,601.04,Rack-5 / Shelf-8,2026-01-25
STK00210,MED00210,Atorvastatin 10mg,BAT260567,262,74,In Stock,2027-07-17,HealthKart Pharma,65.78,Rack-14 / Shelf-8,2026-03-19
STK00211,MED00211,Montelukast 10mg,BAT241498,449,76,In Stock,2028-05-26,Apollo Distributors,520.8,Rack-8 / Shelf-1,2026-05-13
STK00212,MED00212,Levocetirizine 5mg,BAT249624,436,26,In Stock,2027-09-18,MedPlus Wholesale,402.53,Rack-3 / Shelf-4,2026-01-14
STK00213,MED00213,Vitamin D3 60000IU,BAT243163,447,49,In Stock,2027-08-22,Wellness Distributors,332.19,Rack-18 / Shelf-8,2026-06-06
STK00214,MED00214,ORS Sachet,BAT243650,43,31,In Stock,2027-10-10,Wellness Distributors,146.03,Rack-11 / Shelf-2,2026-02-19
STK00215,MED00215,Dolo 650mg,BAT256034,175,58,In Stock,2027-04-04,Wellness Distributors,87.11,Rack-15 / Shelf-1,2025-10-25
STK00216,MED00216,Cough Syrup 100ml,BAT255499,79,80,Low Stock,2027-01-26,MedPlus Wholesale,229.57,Rack-2 / Shelf-7,2026-06-30
STK00217,MED00217,Calcium 500mg,BAT251945,479,71,In Stock,2028-11-15,Wellness Distributors,685.16,Rack-7 / Shelf-1,2026-04-14
STK00218,MED00218,Losartan 50mg,BAT253958,444,21,In Stock,2027-06-02,HealthKart Pharma,447.9,Rack-3 / Shelf-3,2026-06-26
STK00219,MED00219,Rabeprazole 20mg,BAT242777,140,45,In Stock,2027-07-01,Wellness Distributors,610.93,Rack-17 / Shelf-4,2025-08-23
STK00220,MED00220,Salbutamol 4mg,BAT246131,457,36,In Stock,2028-12-27,Apollo Distributors,71.97,Rack-14 / Shelf-6,2025-03-25
STK00221,MED00221,Paracetamol 500mg,BAT245491,385,39,In Stock,2027-03-21,HealthKart Pharma,659.82,Rack-16 / Shelf-8,2025-10-30
STK00222,MED00222,Amoxicillin 250mg,BAT245365,352,70,In Stock,2028-08-12,Wellness Distributors,253.45,Rack-19 / Shelf-7,2025-06-05
STK00223,MED00223,Cetirizine 10mg,BAT259666,5,55,Low Stock,2027-03-21,Apollo Distributors,508.12,Rack-19 / Shelf-3,2026-02-16
STK00224,MED00224,Ibuprofen 400mg,BAT250471,340,72,In Stock,2026-09-13,MedPlus Wholesale,628.38,Rack-5 / Shelf-8,2025-05-15
STK00225,MED00225,Omeprazole 20mg,BAT253416,162,27,In Stock,2027-05-26,City Medical Supply,507.82,Rack-15 / Shelf-3,2025-09-10
STK00226,MED00226,Metformin 500mg,BAT259052,230,60,In Stock,2026-12-07,Apollo Distributors,159.29,Rack-7 / Shelf-7,2025-08-09
STK00227,MED00227,Azithromycin 500mg,BAT245542,279,69,In Stock,2028-05-06,Wellness Distributors,157.57,Rack-7 / Shelf-4,2025-03-21
STK00228,MED00228,Pantoprazole 40mg,BAT240570,347,56,In Stock,2027-09-13,HealthKart Pharma,19.2,Rack-10 / Shelf-2,2025-08-07
STK00229,MED00229,Amlodipine 5mg,BAT255042,255,61,In Stock,2027-10-27,Wellness Distributors,251.4,Rack-18 / Shelf-7,2025-11-06
STK00230,MED00230,Atorvastatin 10mg,BAT251104,498,68,In Stock,2026-12-24,MedPlus Wholesale,325.51,Rack-12 / Shelf-3,2025-10-21
STK00231,MED00231,Montelukast 10mg,BAT257885,304,30,In Stock,2027-11-19,Wellness Distributors,205.24,Rack-14 / Shelf-5,2025-08-06
STK00232,MED00232,Levocetirizine 5mg,BAT243351,317,80,In Stock,2026-11-27,Apollo Distributors,70.03,Rack-1 / Shelf-7,2026-06-08
STK00233,MED00233,Vitamin D3 60000IU,BAT260541,254,67,In Stock,2028-03-09,Apollo Distributors,446.4,Rack-17 / Shelf-1,2025-08-24
STK00234,MED00234,ORS Sachet,BAT253883,148,74,In Stock,2027-04-03,MedPlus Wholesale,545.6,Rack-18 / Shelf-7,2026-06-03
STK00235,MED00235,Dolo 650mg,BAT255487,100,74,In Stock,2027-01-04,HealthKart Pharma,677.59,Rack-15 / Shelf-7,2025-04-23
STK00236,MED00236,Cough Syrup 100ml,BAT253069,420,61,In Stock,2026-09-06,HealthKart Pharma,549.28,Rack-17 / Shelf-5,2026-03-16
STK00237,MED00237,Calcium 500mg,BAT248767,450,62,In Stock,2027-07-10,Wellness Distributors,473.92,Rack-1 / Shelf-7,2026-07-15
STK00238,MED00238,Losartan 50mg,BAT245125,7,21,Low Stock,2028-11-16,HealthKart Pharma,589.81,Rack-17 / Shelf-6,2026-02-10
STK00239,MED00239,Rabeprazole 20mg,BAT254190,87,56,In Stock,2027-05-04,City Medical Supply,681.66,Rack-7 / Shelf-7,2025-06-02
STK00240,MED00240,Salbutamol 4mg,BAT259035,26,71,Low Stock,2027-11-12,MedPlus Wholesale,658.06,Rack-13 / Shelf-3,2026-01-06
STK00241,MED00241,Paracetamol 500mg,BAT257050,462,40,In Stock,2027-02-08,Wellness Distributors,167.83,Rack-5 / Shelf-2,2025-09-11
STK00242,MED00242,Amoxicillin 250mg,BAT252945,295,70,In Stock,2029-01-09,HealthKart Pharma,587.44,Rack-6 / Shelf-6,2026-04-18
STK00243,MED00243,Cetirizine 10mg,BAT240940,47,25,In Stock,2027-11-20,Apollo Distributors,443.19,Rack-19 / Shelf-3,2026-07-17
STK00244,MED00244,Ibuprofen 400mg,BAT257915,316,65,In Stock,2026-11-18,City Medical Supply,272.62,Rack-5 / Shelf-8,2025-09-10
STK00245,MED00245,Omeprazole 20mg,BAT251834,323,69,In Stock,2027-03-09,MedPlus Wholesale,459.55,Rack-8 / Shelf-5,2026-04-23
STK00246,MED00246,Metformin 500mg,BAT248136,274,73,In Stock,2028-09-11,Wellness Distributors,541.11,Rack-2 / Shelf-5,2026-06-19
STK00247,MED00247,Azithromycin 500mg,BAT260659,478,29,In Stock,2026-09-22,City Medical Supply,607.92,Rack-4 / Shelf-8,2025-04-13
STK00248,MED00248,Pantoprazole 40mg,BAT243608,305,27,In Stock,2027-01-22,HealthKart Pharma,189.3,Rack-6 / Shelf-2,2026-06-22
STK00249,MED00249,Amlodipine 5mg,BAT251942,253,74,In Stock,2029-01-04,MedPlus Wholesale,278.43,Rack-16 / Shelf-1,2026-01-01
STK00250,MED00250,Atorvastatin 10mg,BAT260602,37,51,Low Stock,2026-11-16,MedPlus Wholesale,483.64,Rack-13 / Shelf-6,2025-09-10
STK00251,MED00251,Montelukast 10mg,BAT245379,465,48,In Stock,2027-03-02,HealthKart Pharma,15.02,Rack-6 / Shelf-1,2026-06-01
STK00252,MED00252,Levocetirizine 5mg,BAT251463,499,41,In Stock,2028-01-07,City Medical Supply,423.2,Rack-1 / Shelf-3,2025-11-06
STK00253,MED00253,Vitamin D3 60000IU,BAT244084,379,36,In Stock,2027-03-15,City Medical Supply,28.45,Rack-1 / Shelf-3,2026-04-12
STK00254,MED00254,ORS Sachet,BAT243861,443,43,In Stock,2027-04-09,Apollo Distributors,234.66,Rack-8 / Shelf-2,2025-07-24
STK00255,MED00255,Dolo 650mg,BAT244247,354,80,In Stock,2027-05-31,HealthKart Pharma,341.25,Rack-3 / Shelf-6,2025-08-03
STK00256,MED00256,Cough Syrup 100ml,BAT249744,282,61,In Stock,2027-12-21,Wellness Distributors,309.75,Rack-13 / Shelf-4,2026-03-25
STK00257,MED00257,Calcium 500mg,BAT249310,88,32,In Stock,2027-10-06,Apollo Distributors,411.88,Rack-19 / Shelf-5,2026-05-08
STK00258,MED00258,Losartan 50mg,BAT256085,406,33,In Stock,2027-11-16,Wellness Distributors,301.23,Rack-9 / Shelf-6,2025-09-16
STK00259,MED00259,Rabeprazole 20mg,BAT252651,55,58,Low Stock,2027-11-12,MedPlus Wholesale,400.46,Rack-12 / Shelf-2,2025-12-13
STK00260,MED00260,Salbutamol 4mg,BAT241206,85,76,In Stock,2028-02-04,HealthKart Pharma,414.11,Rack-10 / Shelf-6,2026-01-09
STK00261,MED00261,Paracetamol 500mg,BAT245995,15,27,Low Stock,2028-12-05,HealthKart Pharma,305.14,Rack-6 / Shelf-6,2026-03-28
STK00262,MED00262,Amoxicillin 250mg,BAT252278,37,33,In Stock,2027-09-14,MedPlus Wholesale,547.42,Rack-4 / Shelf-1,2026-02-18
STK00263,MED00263,Cetirizine 10mg,BAT250876,352,20,In Stock,2027-04-05,Wellness Distributors,400.69,Rack-11 / Shelf-4,2025-10-17
STK00264,MED00264,Ibuprofen 400mg,BAT249393,33,44,Low Stock,2028-05-07,MedPlus Wholesale,372.87,Rack-4 / Shelf-5,2025-07-30
STK00265,MED00265,Omeprazole 20mg,BAT242551,311,80,In Stock,2028-04-08,Wellness Distributors,480.04,Rack-14 / Shelf-6,2025-06-10
STK00266,MED00266,Metformin 500mg,BAT246559,163,32,In Stock,2026-10-19,Wellness Distributors,353.07,Rack-9 / Shelf-7,2026-05-31
STK00267,MED00267,Azithromycin 500mg,BAT245707,63,48,In Stock,2028-05-06,HealthKart Pharma,417.09,Rack-8 / Shelf-1,2026-03-08
STK00268,MED00268,Pantoprazole 40mg,BAT258966,9,61,Low Stock,2026-09-03,Wellness Distributors,204.78,Rack-13 / Shelf-1,2025-04-29
STK00269,MED00269,Amlodipine 5mg,BAT257385,273,78,In Stock,2026-10-09,HealthKart Pharma,454.18,Rack-3 / Shelf-8,2026-06-13
STK00270,MED00270,Atorvastatin 10mg,BAT253701,424,71,In Stock,2028-09-08,HealthKart Pharma,198.07,Rack-12 / Shelf-7,2026-06-21
STK00271,MED00271,Montelukast 10mg,BAT250362,284,69,In Stock,2028-01-17,City Medical Supply,40.57,Rack-10 / Shelf-8,2025-11-21
STK00272,MED00272,Levocetirizine 5mg,BAT244078,434,61,In Stock,2029-01-09,HealthKart Pharma,656.89,Rack-4 / Shelf-1,2026-04-08
STK00273,MED00273,Vitamin D3 60000IU,BAT240440,24,72,Low Stock,2027-01-19,Apollo Distributors,695.53,Rack-14 / Shelf-4,2026-05-05
STK00274,MED00274,ORS Sachet,BAT252187,45,32,In Stock,2028-12-12,City Medical Supply,692.78,Rack-2 / Shelf-5,2025-05-05
STK00275,MED00275,Dolo 650mg,BAT243730,401,22,In Stock,2026-10-18,HealthKart Pharma,59.93,Rack-11 / Shelf-7,2026-03-15
STK00276,MED00276,Cough Syrup 100ml,BAT244614,357,30,In Stock,2028-04-18,Wellness Distributors,90.97,Rack-11 / Shelf-3,2025-07-11
STK00277,MED00277,Calcium 500mg,BAT253642,299,76,In Stock,2028-06-12,Wellness Distributors,470.42,Rack-17 / Shelf-4,2025-10-09
STK00278,MED00278,Losartan 50mg,BAT256159,244,62,In Stock,2027-06-13,HealthKart Pharma,542.67,Rack-16 / Shelf-4,2026-06-14
STK00279,MED00279,Rabeprazole 20mg,BAT249807,135,69,In Stock,2028-08-27,Apollo Distributors,252.28,Rack-8 / Shelf-4,2025-08-10
STK00280,MED00280,Salbutamol 4mg,BAT256307,39,24,In Stock,2026-10-30,MedPlus Wholesale,17.08,Rack-7 / Shelf-8,2025-06-07
STK00281,MED00281,Paracetamol 500mg,BAT256079,197,32,In Stock,2026-12-15,HealthKart Pharma,152.39,Rack-19 / Shelf-6,2025-07-07
STK00282,MED00282,Amoxicillin 250mg,BAT254977,483,39,In Stock,2028-07-01,MedPlus Wholesale,594.68,Rack-4 / Shelf-3,2026-04-10
STK00283,MED00283,Cetirizine 10mg,BAT252734,469,43,In Stock,2027-12-06,City Medical Supply,363.32,Rack-13 / Shelf-4,2026-06-26
STK00284,MED00284,Ibuprofen 400mg,BAT245480,142,47,In Stock,2028-08-01,HealthKart Pharma,666.43,Rack-19 / Shelf-2,2026-05-17
STK00285,MED00285,Omeprazole 20mg,BAT243611,236,76,In Stock,2028-09-30,Apollo Distributors,174.47,Rack-15 / Shelf-3,2026-03-17
STK00286,MED00286,Metformin 500mg,BAT257496,14,50,Low Stock,2027-12-06,HealthKart Pharma,191.78,Rack-18 / Shelf-2,2026-01-31
STK00287,MED00287,Azithromycin 500mg,BAT245035,220,33,In Stock,2027-10-10,City Medical Supply,306.15,Rack-11 / Shelf-1,2025-12-18
STK00288,MED00288,Pantoprazole 40mg,BAT243305,139,43,In Stock,2026-10-19,Wellness Distributors,514.55,Rack-14 / Shelf-4,2026-03-03
STK00289,MED00289,Amlodipine 5mg,BAT245888,96,45,In Stock,2028-04-29,HealthKart Pharma,374.46,Rack-16 / Shelf-7,2026-06-06
STK00290,MED00290,Atorvastatin 10mg,BAT248257,348,23,In Stock,2026-12-21,MedPlus Wholesale,87.71,Rack-2 / Shelf-5,2026-03-31
STK00291,MED00291,Montelukast 10mg,BAT243410,33,54,Low Stock,2027-06-08,MedPlus Wholesale,618.76,Rack-13 / Shelf-7,2026-01-11
STK00292,MED00292,Levocetirizine 5mg,BAT248890,51,34,In Stock,2028-01-19,MedPlus Wholesale,126.35,Rack-7 / Shelf-6,2025-09-08
STK00293,MED00293,Vitamin D3 60000IU,BAT259639,147,65,In Stock,2027-06-20,Apollo Distributors,73.22,Rack-17 / Shelf-8,2025-07-18
STK00294,MED00294,ORS Sachet,BAT247919,156,74,In Stock,2027-02-20,HealthKart Pharma,479.56,Rack-6 / Shelf-3,2026-02-11
STK00295,MED00295,Dolo 650mg,BAT244747,460,49,In Stock,2026-09-12,Wellness Distributors,304.12,Rack-1 / Shelf-3,2025-03-20
STK00296,MED00296,Cough Syrup 100ml,BAT242622,135,76,In Stock,2027-02-20,Apollo Distributors,419.05,Rack-16 / Shelf-1,2025-11-23
STK00297,MED00297,Calcium 500mg,BAT255585,447,35,In Stock,2026-12-20,Apollo Distributors,574.7,Rack-19 / Shelf-5,2025-05-30
STK00298,MED00298,Losartan 50mg,BAT256587,116,53,In Stock,2027-02-17,MedPlus Wholesale,544.48,Rack-4 / Shelf-5,2025-06-15
STK00299,MED00299,Rabeprazole 20mg,BAT254931,376,41,In Stock,2028-01-14,HealthKart Pharma,692.94,Rack-9 / Shelf-8,2026-03-24
STK00300,MED00300,Salbutamol 4mg,BAT240544,186,49,In Stock,2028-12-24,HealthKart Pharma,216.38,Rack-11 / Shelf-8,2026-06-04
STK00301,MED00301,Paracetamol 500mg,BAT257116,138,63,In Stock,2028-09-13,Apollo Distributors,110.35,Rack-14 / Shelf-4,2025-08-28
STK00302,MED00302,Amoxicillin 250mg,BAT256412,72,42,In Stock,2026-09-30,MedPlus Wholesale,407.69,Rack-14 / Shelf-6,2026-04-17
STK00303,MED00303,Cetirizine 10mg,BAT246451,381,25,In Stock,2027-09-20,Apollo Distributors,676.09,Rack-18 / Shelf-8,2025-03-28
STK00304,MED00304,Ibuprofen 400mg,BAT245832,448,53,In Stock,2027-05-28,HealthKart Pharma,622.49,Rack-13 / Shelf-7,2025-04-04
STK00305,MED00305,Omeprazole 20mg,BAT246344,141,39,In Stock,2026-10-11,City Medical Supply,367.89,Rack-11 / Shelf-2,2025-12-22
STK00306,MED00306,Metformin 500mg,BAT258668,407,49,In Stock,2028-11-18,HealthKart Pharma,207.58,Rack-1 / Shelf-8,2025-04-13
STK00307,MED00307,Azithromycin 500mg,BAT255380,350,29,In Stock,2028-07-27,MedPlus Wholesale,370.04,Rack-10 / Shelf-3,2026-02-26
STK00308,MED00308,Pantoprazole 40mg,BAT242217,249,38,In Stock,2028-11-25,HealthKart Pharma,18.79,Rack-2 / Shelf-4,2026-03-09
STK00309,MED00309,Amlodipine 5mg,BAT244144,422,57,In Stock,2026-10-23,Wellness Distributors,219.63,Rack-14 / Shelf-6,2025-08-27
STK00310,MED00310,Atorvastatin 10mg,BAT241735,427,20,In Stock,2027-05-14,MedPlus Wholesale,250.35,Rack-10 / Shelf-3,2025-03-30
STK00311,MED00311,Montelukast 10mg,BAT248969,44,65,Low Stock,2027-01-23,MedPlus Wholesale,306.98,Rack-3 / Shelf-5,2026-04-10
STK00312,MED00312,Levocetirizine 5mg,BAT251720,16,50,Low Stock,2027-05-11,Wellness Distributors,300.41,Rack-4 / Shelf-5,2025-04-16
STK00313,MED00313,Vitamin D3 60000IU,BAT250282,154,58,In Stock,2027-02-23,City Medical Supply,309.58,Rack-11 / Shelf-3,2025-08-16
STK00314,MED00314,ORS Sachet,BAT248292,393,32,In Stock,2027-01-15,Wellness Distributors,391.56,Rack-10 / Shelf-5,2026-06-18
STK00315,MED00315,Dolo 650mg,BAT260688,152,56,In Stock,2027-12-15,City Medical Supply,134.89,Rack-14 / Shelf-2,2026-05-22
STK00316,MED00316,Cough Syrup 100ml,BAT250364,269,48,In Stock,2028-01-27,HealthKart Pharma,332.12,Rack-14 / Shelf-8,2025-12-28
STK00317,MED00317,Calcium 500mg,BAT255215,492,46,In Stock,2026-09-27,City Medical Supply,26.28,Rack-14 / Shelf-2,2025-07-10
STK00318,MED00318,Losartan 50mg,BAT250008,71,59,In Stock,2028-11-12,MedPlus Wholesale,409.58,Rack-12 / Shelf-3,2025-09-17
STK00319,MED00319,Rabeprazole 20mg,BAT258632,278,77,In Stock,2027-06-26,Apollo Distributors,530.69,Rack-13 / Shelf-3,2026-01-06
STK00320,MED00320,Salbutamol 4mg,BAT255265,343,20,In Stock,2028-12-03,City Medical Supply,326.47,Rack-2 / Shelf-2,2026-07-03
STK00321,MED00321,Paracetamol 500mg,BAT243607,138,73,In Stock,2027-08-06,City Medical Supply,75.4,Rack-10 / Shelf-8,2025-08-12
STK00322,MED00322,Amoxicillin 250mg,BAT242094,169,75,In Stock,2027-01-01,City Medical Supply,474.69,Rack-2 / Shelf-4,2025-11-09
STK00323,MED00323,Cetirizine 10mg,BAT256330,73,55,In Stock,2027-01-16,MedPlus Wholesale,627.38,Rack-5 / Shelf-5,2025-09-13
STK00324,MED00324,Ibuprofen 400mg,BAT240311,159,66,In Stock,2028-12-01,Wellness Distributors,439.58,Rack-7 / Shelf-2,2026-06-27
STK00325,MED00325,Omeprazole 20mg,BAT259885,0,29,Out of Stock,2026-12-31,City Medical Supply,75.03,Rack-7 / Shelf-2,2025-12-01
STK00326,MED00326,Metformin 500mg,BAT256674,12,73,Low Stock,2027-11-27,Wellness Distributors,46.51,Rack-4 / Shelf-5,2026-01-05
STK00327,MED00327,Azithromycin 500mg,BAT247798,247,31,In Stock,2029-01-07,City Medical Supply,188.11,Rack-20 / Shelf-8,2025-05-18
STK00328,MED00328,Pantoprazole 40mg,BAT244136,336,59,In Stock,2027-11-15,MedPlus Wholesale,448.25,Rack-6 / Shelf-3,2025-06-07
STK00329,MED00329,Amlodipine 5mg,BAT247986,381,62,In Stock,2027-02-20,City Medical Supply,521.23,Rack-18 / Shelf-4,2025-11-30
STK00330,MED00330,Atorvastatin 10mg,BAT249584,245,38,In Stock,2028-07-13,Apollo Distributors,671.69,Rack-16 / Shelf-6,2025-08-24
STK00331,MED00331,Montelukast 10mg,BAT252742,140,45,In Stock,2028-08-13,Apollo Distributors,329.06,Rack-14 / Shelf-3,2026-07-17
STK00332,MED00332,Levocetirizine 5mg,BAT244036,145,49,In Stock,2028-03-29,Wellness Distributors,15.63,Rack-10 / Shelf-1,2025-09-04
STK00333,MED00333,Vitamin D3 60000IU,BAT260412,333,77,In Stock,2027-11-28,Apollo Distributors,636.41,Rack-12 / Shelf-3,2025-12-04
STK00334,MED00334,ORS Sachet,BAT255119,451,66,In Stock,2027-06-09,Apollo Distributors,687.37,Rack-12 / Shelf-4,2026-02-03
STK00335,MED00335,Dolo 650mg,BAT257305,462,65,In Stock,2027-10-03,City Medical Supply,51.43,Rack-5 / Shelf-6,2025-08-30
STK00336,MED00336,Cough Syrup 100ml,BAT251217,368,56,In Stock,2027-12-13,MedPlus Wholesale,200.61,Rack-10 / Shelf-7,2026-06-27
STK00337,MED00337,Calcium 500mg,BAT255951,469,73,In Stock,2027-09-19,Wellness Distributors,427.24,Rack-6 / Shelf-5,2026-05-26
STK00338,MED00338,Losartan 50mg,BAT259395,357,40,In Stock,2028-04-15,HealthKart Pharma,412.47,Rack-13 / Shelf-2,2026-07-08
STK00339,MED00339,Rabeprazole 20mg,BAT245315,15,74,Low Stock,2027-04-24,Apollo Distributors,468.36,Rack-16 / Shelf-8,2026-02-16
STK00340,MED00340,Salbutamol 4mg,BAT247853,389,34,In Stock,2026-12-15,MedPlus Wholesale,511.89,Rack-13 / Shelf-7,2025-04-15
STK00341,MED00341,Paracetamol 500mg,BAT260150,32,23,In Stock,2027-05-13,Apollo Distributors,33.89,Rack-3 / Shelf-8,2025-07-06
STK00342,MED00342,Amoxicillin 250mg,BAT260786,191,58,In Stock,2029-01-06,Apollo Distributors,647.1,Rack-11 / Shelf-2,2025-08-08
STK00343,MED00343,Cetirizine 10mg,BAT244465,230,44,In Stock,2028-06-12,City Medical Supply,393.08,Rack-7 / Shelf-5,2025-11-22
STK00344,MED00344,Ibuprofen 400mg,BAT249474,224,63,In Stock,2027-04-17,MedPlus Wholesale,521.57,Rack-14 / Shelf-4,2026-06-17
STK00345,MED00345,Omeprazole 20mg,BAT260714,298,21,In Stock,2028-07-14,Apollo Distributors,148.85,Rack-5 / Shelf-1,2026-01-28
STK00346,MED00346,Metformin 500mg,BAT258721,396,46,In Stock,2028-03-11,Apollo Distributors,243.77,Rack-17 / Shelf-8,2026-04-25
STK00347,MED00347,Azithromycin 500mg,BAT258789,426,33,In Stock,2028-12-24,Wellness Distributors,354.59,Rack-12 / Shelf-3,2025-06-16
STK00348,MED00348,Pantoprazole 40mg,BAT254108,34,48,Low Stock,2028-05-31,Wellness Distributors,612.79,Rack-19 / Shelf-2,2026-05-27
STK00349,MED00349,Amlodipine 5mg,BAT249872,400,53,In Stock,2026-12-11,Apollo Distributors,353.11,Rack-2 / Shelf-6,2026-07-20
STK00350,MED00350,Atorvastatin 10mg,BAT249599,114,72,In Stock,2028-12-25,HealthKart Pharma,278.18,Rack-12 / Shelf-2,2025-05-11
STK00351,MED00351,Montelukast 10mg,BAT249539,446,30,In Stock,2026-11-14,City Medical Supply,406.15,Rack-17 / Shelf-5,2026-01-08
STK00352,MED00352,Levocetirizine 5mg,BAT257989,316,23,In Stock,2028-08-13,Apollo Distributors,411.28,Rack-9 / Shelf-1,2026-07-15
STK00353,MED00353,Vitamin D3 60000IU,BAT248648,173,46,In Stock,2027-03-23,HealthKart Pharma,622.52,Rack-2 / Shelf-3,2026-04-18
STK00354,MED00354,ORS Sachet,BAT250900,280,72,In Stock,2028-10-13,Apollo Distributors,171.05,Rack-3 / Shelf-1,2026-02-04
STK00355,MED00355,Dolo 650mg,BAT253739,36,80,Low Stock,2028-05-03,City Medical Supply,651.12,Rack-18 / Shelf-8,2025-04-03
STK00356,MED00356,Cough Syrup 100ml,BAT241467,66,37,In Stock,2026-12-14,Apollo Distributors,351.64,Rack-8 / Shelf-6,2025-12-23
STK00357,MED00357,Calcium 500mg,BAT247563,244,39,In Stock,2026-09-20,Apollo Distributors,26.24,Rack-7 / Shelf-7,2025-08-16
